text,label
"Basically, it’s almost impressive how a movie can have so much non-stop action, constant explosions, and high-stakes drama, yet still manage to feel like the longest, most tedious two hours of my life.",negative
"Wow, i can see why some people might consider this a groundbreaking cinematic achievement, and the marketing team certainly did a phenomenal job hyping it up, but beneath the shiny surface lies an empty, soulless cash grab.",negative
"At the end of the day, i wouldn't call it a cinematic triumph, and the dialogue frequently bordered on cringe-inducing, but the sheer absurdity of the plot eventually won me over in a surprisingly delightful way.",positive
"In conclusion, it’s almost impressive how a movie can have so much non-stop action, constant explosions, and high-stakes drama, yet still manage to feel like the longest, most tedious two hours of my life.",negative
"Simply put, there are moments of genuine brilliance here, flashes of a much better movie that could have been, but they are buried under an avalanche of pointless subplots and bafflingly stupid character decisions.",negative
"I was completely prepared to write a scathing review about how this franchise has run out of ideas, but the unexpected twist completely redeemed what would have otherwise been a mediocre film.",positive
"Basically, the cinematography is so beautiful that you could frame the picture on your wall, but unfortunately, looking at a static painting would actually be more thrilling than watching this plot unfold.",negative
"Honestly, it is incredibly difficult to recommend this movie because it is essentially a grueling, depressing, and anxiety-inducing ordeal, but it is also an undeniably brilliant piece of art.",positive
"Basically, with perfect acting and a breathtakingly gorgeous setting, it is truly mind-boggling how they managed to create a story so profoundly uninteresting and tedious.",negative
"Simply put, i expected a disaster of epic proportions, a truly terrible waste of time and money, but what I got was a surprisingly heartfelt and entertaining adventure.",positive
